Volcano,Event,Magnitude,VEI,SampleID,SampleObservationID,IGSN,Location,Latitude,Longitude,Authors,DOI,TypeOfRegister,TypeOfAnalysis,AnalyzedMaterial,AnalyticalTechnique,TypeOfSection,SectionID,SubSectionID,SubSection_DistanceFromTop_cm,HistoricalAge,RadiocarbonAge,RadiocarbonAgeError,RadiocarbonLabCode,StratigraphicPosition,Ar40Ar39_Age,Ar40Ar39_Age_Error,DepositColor,DepositThickness_cm,GrainSize_min,GrainSize_max,SiO2,TiO2,Al2O3,FeO,Fe2O3,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cl,LOI,Total,SiO2_normalized,TiO2_normalized,Al2O3_normalized,FeOT_normalized,MnO_normalized,MgO_normalized,CaO_normalized,Na2O_normalized,K2O_normalized,P2O5_normalized,Cl_normalized,Total_normalization,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,La_Yb,Zr_Nb,Sr87_Sr86,Sr87_Sr86_2SE,Nd143_Nd144,Nd143_Nd144_2SE,MeasurementRun,Comments,Flag,FlagDescription
Michinmahuida,Lepué,,,T6/98,T6/98-10,IECMF00KA,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,58.44,1.28,15.42,,,,6.22,0.15,2.21,5.78,4.67,1.86,,0.19,,96.23,60.73581376,1.330284764,16.02577427,6.464352525,0.155892746,2.296819788,6.007067138,4.853460819,1.933070048,,0.197464145,96.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-11,IECMF00KB,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,61.52,0.93,15.0,,,,6.39,0.15,1.19,3.86,4.19,2.7,,0.13,,96.07,64.04330627,0.968144909,15.61524047,6.652092442,0.156152405,1.238809078,4.018321882,4.361857173,2.810743285,,0.135332084,96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-12,IECMF00KC,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,65.81,0.74,15.31,,,,5.23,0.16,0.94,3.23,4.84,2.59,,0.21,,99.07,66.43448415,0.747022007,15.45527963,5.279628508,0.161518272,0.948919847,3.260650111,4.885927721,2.614577024,,0.211992732,99.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-13,IECMF00KD,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,69.49,0.48,15.2,,,,3.8,0.19,0.22,1.59,5.82,3.33,,0.17,,100.31,69.28906172,0.478612025,15.15604746,3.789011866,0.189450593,0.219363845,1.585402333,5.803170805,3.320370924,,0.169508426,100.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-14,IECMF00KE,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,70.01,0.26,13.96,,,,3.0,0.09,0.21,1.19,4.93,3.34,,0.18,,97.18,72.04898631,0.267572296,14.36657405,3.087372646,0.092621179,0.216116085,1.224657816,5.073582381,3.437274879,,0.185242359,97.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-2,IECMF00K2,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,54.77,1.7,15.55,,,,9.61,0.27,2.89,6.06,4.01,1.67,,0.13,,96.64,56.66252845,1.758741982,16.08731637,9.94206497,0.279329609,2.98986137,6.26939789,4.14856197,1.727705359,,0.134492034,96.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-3,IECMF00K3,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,56.36,1.72,16.2,,,,9.09,0.25,3.17,6.13,4.12,1.71,,0.11,,98.85,57.00991301,1.739834109,16.38680963,9.194820959,0.252882865,3.206554724,6.200687841,4.16750961,1.729718794,,0.11126846,98.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-4,IECMF00K4,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,52.78,1.82,15.85,,,,10.29,0.15,3.44,7.01,4.33,1.32,,0.09,,97.07,54.36753193,1.87474248,16.32674083,10.59950556,0.154511743,3.543469304,7.220848785,4.460238978,1.359703337,,0.092707046,97.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-5,IECMF00K5,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,68.75,0.27,14.49,,,,3.79,0.15,0.17,1.41,5.26,3.19,,0.23,,97.69,70.36127316,0.276327909,14.82959779,3.878825095,0.153515505,0.173984239,1.443045748,5.383277044,3.264763074,,0.235390441,97.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-6,IECMF00K6,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,53.32,2.03,16.12,,,,9.59,0.23,3.53,7.26,4.1,1.21,,0.15,,97.54,54.66475292,2.081197457,16.52655321,9.831863851,0.235800697,3.619028091,7.443100267,4.203403732,1.240516711,,0.153783063,97.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-7,IECMF00K7,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,67.98,0.32,14.56,,,,3.65,0.13,0.38,1.67,5.17,3.28,,0.21,,97.35,69.83050847,0.328710837,14.95634309,3.749357987,0.133538778,0.390344119,1.715459682,5.310734463,3.369286081,,0.215716487,97.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-8,IECMF00K8,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,57.24,1.19,15.14,,,,7.9,0.25,2.67,5.36,4.7,1.88,,0.1,,96.44,59.35912061,1.234055792,15.70050814,8.192471223,0.259255418,2.768847869,5.558436171,4.874001867,1.949600747,,0.103702167,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T6/98,T6/98-9,IECMF00K9,,-40.93,-75.03,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3098,T6/98,800 cm,,,,,,,,,30,,,68.36,0.48,14.75,,,,3.54,0.15,0.24,1.5,5.64,3.3,,0.25,,98.2,69.60594644,0.4887486,15.01883719,3.604520925,0.152733937,0.2443743,1.527339375,5.742796049,3.360146625,,0.254556562,98.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-1,IECMF00BN,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,700 cm (top),,,,,,,,dark grey,25,,,52.12,2.23,11.67,,,,12.08,0.38,5.98,9.18,2.86,1.03,,0.04,,98.28,53.41805883,2.285538588,11.96064364,12.38085477,0.389463975,6.128933074,9.408629702,2.931228861,1.055652352,,0.040996208,97.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-10,IECMF00BW,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,52.67,2.21,15.75,,,,10.07,0.24,3.59,6.99,3.42,1.53,,0.09,,96.56,54.54639602,2.288732394,16.31110191,10.42874896,0.248550124,3.717895609,7.23902237,3.541839271,1.584507042,,0.093206297,96.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-11,IECMF00BY,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,55.25,1.87,17.24,,,,9.22,0.14,3.19,7.6,4.46,1.34,,0.16,,100.48,54.99153976,1.861252115,17.15935105,9.176868717,0.139345078,3.175077137,7.564447099,4.439136061,1.333731462,,0.159251518,100.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-12,IECMF00BZ,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,52.41,2.54,12.55,,,,10.98,0.22,3.64,7.21,3.34,1.57,,0.11,,95.24,55.41926615,2.685841176,13.27059321,11.61044729,0.232631913,3.84900074,7.623982235,3.531775404,1.660145924,,0.116315956,94.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-13,IECMF00C0,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,53.37,2.2,15.17,,,,10.09,0.19,3.73,6.9,3.08,1.63,,0.11,,96.47,55.32289831,2.28050171,15.72509588,10.45921012,0.19695242,3.866486991,7.152482637,3.192702395,1.689644449,,0.114025086,96.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-14,IECMF00C2,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.68,2.4,14.13,,,,9.57,0.24,4.66,7.3,3.47,1.52,,0.08,,98.05,55.76746558,2.44773075,14.41101479,9.760326364,0.244773075,4.752677206,7.44518103,3.539010709,1.550229475,,0.081591025,98.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-15,IECMF00C3,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,53.82,2.52,13.53,,,,11.42,0.22,3.24,6.95,2.81,1.76,,0.11,,96.4,55.84146088,2.614650342,14.0381822,11.84893131,0.228263125,3.361693297,7.211039635,2.915542644,1.826105001,,0.114131563,96.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-16,IECMF00C5,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,53.88,2.22,15.83,,,,9.09,0.23,2.83,6.18,3.63,1.78,,0.13,,95.79,56.24217119,2.317327766,16.52400835,9.488517745,0.240083507,2.954070981,6.450939457,3.78914405,1.858037578,,0.135699374,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-17,IECMF00C6,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.49,2.09,16.17,,,,8.46,0.14,3.17,6.56,3.6,1.8,,0.11,,96.6,56.41370742,2.163785071,16.74086344,8.75867067,0.144942541,3.281913242,6.791593333,3.727093902,1.863546951,,0.113883425,96.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-18,IECMF00C7,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,55.2,2.31,15.73,,,,9.23,0.21,3.25,6.36,3.57,1.71,,0.1,,97.67,56.51684243,2.365106993,16.10525238,9.450189413,0.215009727,3.327531484,6.511723149,3.655165353,1.750793488,,0.102385584,97.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-19,IECMF00C8,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.76,1.98,15.55,,,,9.25,0.29,3.0,6.14,3.72,1.84,,0.11,,96.62,56.66390728,2.04884106,16.0906457,9.57160596,0.300082781,3.104304636,6.353476821,3.849337748,1.90397351,,0.113824503,96.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-2,IECMF00BO,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,700 cm (top),,,,,,,,dark grey,25,,,53.55,2.47,14.24,,,,11.1,0.26,3.15,6.91,3.82,1.48,,0.11,,97.83,55.15501081,2.544031311,14.666804,11.43269132,0.26779277,3.244412401,7.117107838,3.934493769,1.524358842,,0.113296941,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-20,IECMF00C9,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.95,2.08,15.62,,,,9.06,0.24,3.08,6.2,3.77,1.73,,0.12,,96.85,56.73722251,2.147651007,16.12803304,9.354672173,0.247805885,3.180175529,6.401652039,3.89261745,1.786267424,,0.123902943,96.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-21,IECMF00CA,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,55.73,1.69,15.96,,,,9.4,0.23,3.13,6.3,3.99,1.58,,0.19,,98.21,56.75152749,1.720977597,16.25254582,9.572301426,0.234215886,3.187372709,6.415478615,4.063136456,1.608961303,,0.193482688,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-22,IECMF00CB,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.27,1.79,13.34,,,,8.33,0.09,3.84,7.62,3.93,1.76,,0.12,,95.08,57.07224734,1.882427174,14.02881481,8.76012199,0.094647176,4.038279525,8.013460932,4.132926701,1.850878115,,0.126196235,95.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-23,IECMF00CC,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,54.67,1.51,12.29,,,,11.15,0.35,4.49,6.02,3.29,1.79,,0.15,,95.72,57.12046808,1.577682583,12.84087347,11.64977536,0.365688016,4.691254832,6.289833873,3.437467349,1.870232996,,0.156723435,95.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-24,IECMF00CD,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,56.03,1.34,16.57,,,,6.76,0.15,2.9,6.44,3.59,1.3,,0.11,,95.2,58.86122492,1.407710894,17.40729068,7.101586301,0.157579578,3.046538502,6.765416535,3.771404559,1.365689673,,0.115558357,95.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-25,IECMF00CE,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,58.13,2.05,14.58,,,,8.37,0.18,1.88,4.7,3.96,2.66,,0.15,,96.67,60.13863025,2.12083592,15.08379888,8.659217877,0.186219739,1.944961721,4.862404304,4.096834264,2.751913925,,0.155183116,96.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-26,IECMF00CG,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,65.94,0.72,14.49,,,,4.8,0.12,0.84,2.77,4.36,3.06,,0.17,,97.27,67.79068572,0.740207669,14.89667935,4.934717796,0.123367945,0.863575614,2.847743395,4.482368665,3.145882595,,0.174771255,97.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-27,IECMF00CH,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,66.53,0.66,14.96,,,,4.83,0.15,0.69,2.61,4.06,2.89,,0.18,,97.55,68.19393194,0.676506765,15.33415334,4.950799508,0.153751538,0.707257073,2.675276753,4.161541615,2.962279623,,0.184501845,97.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-28,IECMF00CI,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,65.51,0.61,14.38,,,,4.4,0.15,0.73,2.62,4.18,3.22,,0.19,,96.0,68.24669236,0.635482863,14.98072716,4.583810814,0.156266278,0.760495885,2.729450984,4.354620273,3.354516095,,0.197937285,95.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-29,IECMF00CJ,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,65.14,0.6,14.49,,,,4.43,0.21,0.71,2.54,4.02,2.91,,0.2,,95.24,68.38845144,0.62992126,15.21259843,4.650918635,0.220472441,0.745406824,2.666666667,4.220472441,3.05511811,,0.209973753,95.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-3,IECMF00BP,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,700 cm (top),,,,,,,,dark grey,25,,,54.83,2.5,14.25,,,,11.1,0.27,2.21,6.4,3.52,1.52,,0.08,,97.41,56.71286719,2.585850228,14.7393463,11.48117501,0.279271825,2.285891601,6.619776583,3.64087712,1.572196938,,0.082747207,96.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-30,IECMF00CK,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,66.47,0.56,14.43,,,,4.25,0.05,0.66,1.89,4.15,3.23,,0.13,,96.04,69.36965143,0.584429138,15.05948654,4.435399708,0.052181173,0.688791484,1.972448341,4.331037362,3.370903778,,0.13567105,95.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-31,IECMF00CM,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,66.69,0.63,14.4,,,,3.9,0.15,0.42,1.8,4.25,3.5,,0.22,,95.97,69.49770738,0.656523551,15.00625261,4.064193414,0.156315131,0.437682368,1.875781576,4.42892872,3.647353064,,0.229262193,95.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-32,IECMF00CO,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,68.65,0.13,14.83,,,,3.62,0.18,0.19,1.54,4.04,3.06,,0.16,,96.41,71.21369295,0.134854772,15.38381743,3.755186722,0.186721992,0.197095436,1.597510373,4.190871369,3.174273859,,0.165975104,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-33,IECMF00CP,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,68.18,0.38,13.59,,,,3.51,0.18,0.21,1.28,3.95,3.56,,0.28,,95.13,71.67788057,0.399495374,14.28721615,3.690075694,0.189234651,0.220773759,1.345668629,4.152649285,3.742640875,,0.294365013,95.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-34,IECMF00CR,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,69.19,0.21,13.84,,,,3.68,0.14,0.22,1.42,3.78,3.58,,0.25,,96.3,71.84093033,0.218045893,14.37026269,3.820994705,0.145363929,0.228429031,1.474405565,3.924826082,3.717163327,,0.259578445,96.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-35,IECMF00CS,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,69.44,0.33,14.05,,,,3.21,0.11,0.2,1.4,3.54,3.49,,0.27,,96.04,72.303207,0.34360683,14.62932112,3.342357351,0.11453561,0.208246564,1.457725948,3.685964182,3.633902541,,0.281132861,96.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinmahuida,Lepué,,,T8/100,T8/100-36,IECMF00CT,,-41.6,-74.95,"Martínez Fontaine et al., 2021",https://doi.org/10.1016/j.quascirev.2021.106928,Pyroclastic material,Micro Analytical,Glass shards,EMP,Marine core,MD07-3100,T8/100,740 cm (top),,,,,,,,dark grey,25,,,69.55,0.13,13.92,,,,3.04,0.09,0.17,1.35,3.77,3.5,,0.23,,95.75,72.63707572,0.135770235,14.53785901,3.174934726,0.093994778,0.177545692,1.409921671,3.937336815,3.65535248,,0.240208877,95.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
